SourceId,TargetId,Comment
T:System.Threading.PlatformHelper,G:Internal.Threading,Implementation
T:System.Threading.TimeoutHelper,G:Internal.Threading,Implementation
T:EnumCalendarInfoExExCallback,G:Interop,This should be moved to be a nested type under T:Interop but currently we have an MCG bug
T:EnumLocalesProcEx,G:Interop,This should be moved to be a nested type under T:Interop but currently we have an MCG bug
T:EnumTimeFormatsProcEx,G:Interop,This should be moved to be a nested type under T:Interop but currently we have an MCG bug
T:Microsoft.Win32.SafeHandles.SafeHandleMinusOneIsInvalid,G:Interop,Implementation
T:Microsoft.Win32.SafeHandles.SafeHandleZeroOrMinusOneIsInvalid,G:Interop,Implementation
T:Microsoft.Win32.SafeHandles.SafeWaitHandle,G:Interop,Implementation
T:System.Runtime.InteropServices.CallbackContext,G:Interop,Implementation
T:Interop,G:Interop,Generated Interop
T:DesktopInterop,G:DesktopInterop,Generated Interop from the desktop SDK
T:System.Runtime.InteropServices.McgIntrinsicsAttribute,G:Interop,Generated Interop
T:Internal.Runtime.Augments.WinRTInterop,G:WinRT,WinRT Interops
T:Internal.Runtime.Augments.WinRTInteropCallbacks,G:WinRT,WinRT Interops
